id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
4258,Imperial House,1815 SE 82nd Ave,Portland,OR,97216,45.5098806,-122.5792247,2.5,11,"Restaurants, Chinese"
4259,Todbott's Triangles,2827 NE Alberta,Portland,OR,97211,45.5591148,-122.6363045,5.0,8,"Restaurants, Japanese, Food Stands"
4260,Plantwiches,11124 NE Halsey St,Portland,OR,97220,45.533103,-122.5482056,4.5,28,"Restaurants, Food, Vegan, American (New), Food Trucks, Sandwiches"
4261,Domino's,4103 SE 82nd Ave,Portland,OR,97266,45.4925123,-122.5791475,2.0,39,"Pizza, Italian, Restaurants, Sandwiches, Chicken Wings"
4262,KOi Fusion,,Portland,OR,97224,45.4081316,-122.80338449999999,4.0,37,"Mexican, Restaurants, Korean, Food Stands, Food, Food Trucks"
4263,Emerald Line,1800 NW 16th Ave,Portland,OR,97209,45.535929,-122.687338,4.5,17,"Salad, Nightlife, Cocktail Bars, Breakfast & Brunch, Bars, Cafes, Wine Bars, American (Traditional), Lounges, Restaurants"
4264,Bread & Honey Cafe,3526 N Vancouver Ave,Portland,OR,97227,45.5487133,-122.6677995,4.5,183,"Cafes, Breakfast & Brunch, Salad, Restaurants, Coffee & Tea, Sandwiches, Juice Bars & Smoothies, Food"
4265,Cava,5339 SE Foster Rd,Portland,OR,97206,45.4951173,-122.6076058,4.5,16,Restaurants
4266,Brasserie Montmartre,626 SW Park Ave,Portland,OR,97205,45.5198507,-122.6804391,3.5,279,"Jazz & Blues, Restaurants, French, Gastropubs, Arts & Entertainment, Nightlife"
4267,Tokyo Sando,1927 SW 4th Ave,Portland,OR,97201,45.509581,-122.681607,4.5,71,"Sandwiches, Japanese, Restaurants"
4268,A La Carts Food Pavillion,SE 50th and Division,Portland,OR,97206,45.5046541423,-122.6111986151,4.5,25,"Restaurants, Street Vendors, Food, Food Stands, Local Flavor, Food Trucks"
4269,Zenbu Lounge,8609 SE 17th Ave,Portland,OR,97202,45.4605303,-122.64735,4.5,66,"Bars, Japanese, Restaurants, Nightlife, Sushi Bars, Cocktail Bars"
4270,Frog & Snail,3553 SE Hawthorne Blvd,Portland,OR,97214,45.5122715,-122.6275614,4.5,15,"Cafes, French, Restaurants, Creperies, Breakfast & Brunch, Soup"
4271,Baopdx,SW 9th & Alder,Portland,OR,97205,45.5204116,-122.6808017,4.0,26,"Food Stands, Food Trucks, Asian Fusion, Sandwiches, Food, Street Vendors, Restaurants"
4272,Our Thai Place,8601 SE 17th Ave,Portland,OR,97202,45.4606651,-122.6472231,4.0,14,"Restaurants, Thai"
4273,The Amigos,4233 N Mississippi Ave,Portland,OR,97217,45.554373,-122.6758145,4.5,6,"Restaurants, Food Trucks, Mexican, Food"
4274,Acadia A New Orleans Bistro,1303 NE Fremont St,Portland,OR,97212,45.548335,-122.652623,4.5,441,"Restaurants, Seafood, Cajun/Creole, Southern"
4275,Nostrana,"1401 SE Morrison St, Ste 101",Portland,OR,97214,45.5177294,-122.6511557,4.0,956,"Nightlife, Bars, Pizza, Italian, Beer, Wine & Spirits, Wine Bars, Restaurants, Food"
4276,Fin,1852 SE Hawthorne Blvd,Portland,OR,97214,45.5120873,-122.6463778,4.5,31,"Seafood, Restaurants"
4277,Ava Gene's,3377 SE Division St,Portland,OR,97202,45.5049056304,-122.6298817629,4.0,702,"American (New), Bars, Restaurants, Italian, Nightlife"
4278,Blossoming Lotus,1713 NE 15th Ave,Portland,OR,97212,45.535498,-122.650834,4.5,1158,"Vegan, Vegetarian, Restaurants, Live/Raw Food"
4279,Jerusalem Cafe,3801 SE Belmont St,Portland,OR,97214,45.5165153,-122.6242792,4.0,24,"Restaurants, Breakfast & Brunch, Mediterranean, Cafes"
4280,Dub's St John's,8727 N Lombard St,Portland,OR,97203,45.5909907497,-122.7555206528,4.0,194,"Food, Restaurants, Specialty Food, Chicken Wings, American (Traditional), Barbeque, Comfort Food, Ethnic Food"
4281,Chino Saigon,835 NE Broadway St,Portland,OR,97232,45.5350602,-122.6567862,3.0,24,"Restaurants, Vietnamese, Chinese"
4282,The Heathman Hotel,1001 SW Broadway,Portland,OR,97205,45.5172271571,-122.6810593643,4.0,324,"Hotels, Event Planning & Services, Hotels & Travel, Restaurants"
4283,Rigoberto's Taco Shop,15855 SE Mcloughlin Blvd,Portland,OR,97267,45.4081309797,-122.6262740914,3.5,266,"Mexican, Restaurants"
4284,Delicious Texas Pit BBQ,6750 SW Beaverton Hillsdale Hwy,Portland,OR,97225,45.485887,-122.746339,2.5,11,"Barbeque, Restaurants"
4285,BLT,1313 NE Alberta St,Portland,OR,97211,45.5592411,-122.6522385,4.5,5,"American (Traditional), Restaurants, Breakfast & Brunch, Food"
4286,Tangier Moroccan & Mediterranean Cuisine,221 SW Pine St,Portland,OR,97204,45.5214629,-122.6732146,4.5,370,"Mediterranean, Restaurants, Moroccan, Lebanese, Middle Eastern"
4287,Lula's,1477 NE Alberta St,Portland,OR,97211,45.5592528,-122.6502809,4.0,14,"Restaurants, American (New), Comfort Food, Food, Breakfast & Brunch, Food Trucks"
4288,Central,220 SW Ankeny St,Portland,OR,97204,45.5224956,-122.6727796,4.0,92,"American (New), Nightlife, Lounges, Bars, Restaurants, Food"
4289,Bottle Rocket,1207 SE Hawthorne Blvd,Portland,OR,97214,45.5125407,-122.6532771,4.0,80,"Food, Beer, Wine & Spirits, Restaurants, Burgers, Food Trucks"
4290,Karam Lebanese & Syrian Cuisine,515 SW 4th Ave,Portland,OR,97204,45.5195657,-122.6761853,4.5,201,"Gluten-Free, Mediterranean, Restaurants, Syrian, Middle Eastern, Halal, Lebanese"
4291,Burger King,17218 SE Powell Blvd,Portland,OR,97236,45.4922054,-122.4864414,1.5,25,"Burgers, Hot Dogs, Fast Food, Restaurants"
4292,Salt & Pepper Peruvian Food Cart,2623 SE Belmont,Portland,OR,97214,45.5166007,-122.6387516,4.5,50,"Peruvian, Food Trucks, Restaurants, Food"
4293,Little Caesars,926 N Lombard St,Portland,OR,97217,45.5770563,-122.6767565,2.5,22,"Pizza, Restaurants"
4294,The Pie Spot,521 NE 24th Ave,Portland,OR,97232,45.5269025174,-122.6415528749,4.5,488,"Food Stands, Restaurants, Desserts, Food, Cafes"
4295,Le Bistro Montage,301 SE Morrison St,Portland,OR,97214,45.517408,-122.66256,3.5,1476,"Bars, Lounges, Cajun/Creole, Southern, Vegan, Local Flavor, Restaurants, Salad, Vegetarian, Nightlife"
4296,Tula Gluten Free Bakery Cafe,"4943 NE Martin Luther King Jr Blvd, Ste 101",Portland,OR,97211,45.5590925203,-122.6617529896,4.0,143,"Gluten-Free, Food, Bakeries, Restaurants, Cafes"
4297,Papa Murphy's,"12595 North West Cornell Rd, Ste D",Portland,OR,97229,45.5258546961,-122.8069482803,3.0,25,"Restaurants, Pizza"
4298,Neighbours Table,2830 NE Flanders St,Portland,OR,97232,45.5254803,-122.6363832,5.0,5,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food"
4299,Daily Cafe,902 NW 13th Ave,Portland,OR,97209,45.529529,-122.684098,4.0,355,"Italian, Breakfast & Brunch, Restaurants, Asian Fusion, Sandwiches, American (New), Cafes"
4300,Hound Dog BBQ,1320 SE Water Ave,Portland,OR,97214,45.5133213,-122.6655857,3.5,13,"Event Planning & Services, Caterers, Food, Barbeque, Food Trucks, Restaurants"
4301,El Palmar Restaurant,12222 SE Stark St,Portland,OR,97233,45.518737,-122.536692,3.0,5,"Restaurants, Mexican"
4302,Blackbird Pizza,6214 N Interstate Ave,Portland,OR,97217,45.5680062,-122.6818949,3.5,80,"Nightlife, Pizza, Cocktail Bars, Bars, Sandwiches, Restaurants"
4303,Coppia Bistro,3928 N Mississippi Ave,Portland,OR,97227,45.5512723,-122.6754083,4.5,16,"Restaurants, Nightlife, Pizza, Tapas/Small Plates, Bars, Wine Bars, Italian"
4304,Taste Of Mexico,716 NW 21st Ave,Portland,OR,97209,45.528041,-122.6944837,3.5,21,"Restaurants, Mexican"
4305,JoPa Northwest Grill,4439 SW Beaverton-Hillsdale Hwy,Portland,OR,97221,45.4859752,-122.7229525,3.5,38,"Venues & Event Spaces, American (New), Event Planning & Services, Caterers, Restaurants"
4306,Hissho Sushi,7000 NE Airport Way,Portland,OR,97218,45.5871331737,-122.5923414434,3.5,69,"Sushi Bars, Restaurants, Japanese"
4307,McMenamins Chapel Pub,430 N Killingsworth St,Portland,OR,97217,45.5624455,-122.670823,3.5,153,"Restaurants, Pubs, Food, Tapas Bars, Nightlife, Breweries, American (Traditional), Bars"
4308,Wasabi Sushi,980 SE Madison St,Portland,OR,97214,45.5126777,-122.6558629,4.0,150,"Restaurants, Japanese, Sushi Bars, Poke, Burgers, Food"
4309,Sayler's Old Country Kitchen,10519 SE Stark St,Portland,OR,97216,45.5193483,-122.555273,4.0,683,"Seafood, Event Planning & Services, Steakhouses, Restaurants, Venues & Event Spaces, Nightlife"
4310,Windows Skyroom and Lounge,"Red Lion, 1021 NE Grand Ave, 6th Fl",Portland,OR,97232,45.530457,-122.660935,3.5,12,"Nightlife, Event Planning & Services, Venues & Event Spaces, Hotels, Restaurants, Lounges, American (Traditional), Hotels & Travel, Bars"
4311,Foti's Greek Deli,1740 E Burnside St,Portland,OR,97214,45.522664,-122.6475799,4.5,81,"Restaurants, Delis"
4312,Piece of Cake Bakery,8306 SE 17th Ave,Portland,OR,97202,45.46275,-122.6467867,3.5,293,"Event Planning & Services, Gluten-Free, Food, Bakeries, Vegan, Restaurants, Desserts, Caterers, Cupcakes"
4313,Curry Leaf,"15325 NW Central Dr, Ste J12",Portland,OR,97229,45.5547252097,-122.8345246342,3.0,86,"Indian, Specialty Food, Vegetarian, Pakistani, Food, Ethnic Food, Restaurants"
4314,Pearl District,W Burnside St & NW Broadway,Portland,OR,97209,45.5301422004,-122.6814615134,3.5,55,"Arts & Entertainment, Food, Shopping, Active Life, Nightlife, Local Flavor, Restaurants"
4315,Tabor Tavern,5325 E Burnside St,Portland,OR,97215,45.523,-122.608371,4.0,565,"Bars, Pubs, American (New), Restaurants, Nightlife"
4316,Yam Yam's Southern Cooking Barbecue,7339 NE MLK Blvd,Portland,OR,97253,45.5762466,-122.6615283,3.0,14,"Restaurants, Barbeque, Southern"
4317,Maxwell,20 NW 3rd Ave,Portland,OR,97209,45.5235865,-122.6731004,4.5,8,"Restaurants, Bars, Nightlife, Vegan, Cocktail Bars"
4318,Money Bowl,,Portland,OR,97201,45.505603,-122.6882145,3.0,20,"Chinese, Restaurants, Farmers Market, Food"
4319,Down to Earth Cafe,7828 SW 35th Ave,Portland,OR,97219,45.4677661,-122.7126436,4.0,300,"Sandwiches, Restaurants, Breakfast & Brunch, Persian/Iranian, American (Traditional)"
4320,Pollo Norte,5427 Ne 42nd Ave,Portland,OR,97218,45.5623782703,-122.6206385312,4.0,159,"Mexican, Gluten-Free, Chicken Shop, Chicken Wings, Restaurants"
4321,Killer Burger,1 North Center Court St,Portland,OR,97227,45.531111,-122.666083,4.0,7,"Restaurants, Burgers, Food Stands"
4322,Petite Provence,1824 NE Alberta St,Portland,OR,97211,45.5589341,-122.6461884,4.5,1265,"French, Bakeries, Breakfast & Brunch, Restaurants, Food"
4323,Bamboo Sushi,310 SE 28th Ave,Portland,OR,97214,45.5205128628,-122.6370533093,4.5,1021,"Restaurants, Asian Fusion, Japanese, Sushi Bars"
4324,House of Teriyaki,11615 SW Pacific Hwy,Portland,OR,97223,45.4393582447,-122.7531490121,4.0,158,"Restaurants, Japanese"
4325,Beirut Hookah Lounge,8860 SW Hall Blvd,Portland,OR,97223,45.4564435,-122.7807598,3.5,23,"Middle Eastern, Nightlife, Hookah Bars, Restaurants, Bars"
4326,Meskel Market,839 N Killingsworth St,Portland,OR,97217,45.562851,-122.67576,3.5,5,"Ethiopian, Food, Specialty Food, Restaurants"
4327,Grand Central Bakery - Cedar Mill,"12595 NW Cornell Rd, Ste A",Portland,OR,97229,45.5256151,-122.8069697,3.5,139,"Bakeries, Breakfast & Brunch, Food, Restaurants, Sandwiches"
4328,Lottie & Zula's,120 NE Russel St,Portland,OR,97212,45.540726,-122.66364,4.5,15,"Restaurants, Salad, Delis, Sandwiches, Breakfast & Brunch"
4329,Papa Murphy's,4115 South East Hawthorne Blvd,Portland,OR,97214,45.5125134,-122.6198685,3.5,14,"Pizza, Restaurants"
4330,C Burger,28 NW 4th Ave,Portland,OR,97209,45.5236673,-122.674389,4.0,24,"Restaurants, Burgers, Food, Coffee & Tea"
4331,Gossip Restaurant & Lounge,11340 NE Halsey St,Portland,OR,97220,45.5332099,-122.545425,3.5,8,"Nightlife, Bars, Restaurants, American (Traditional), Lounges"
4332,Mashita Teriyaki,12118 NE Glisan St,Portland,OR,97220,45.5262846,-122.5385429,1.5,7,"Japanese, Restaurants"
4333,Thai Herbs Restaurant,7779 SW Capitol Hwy,Portland,OR,97219,45.4684712,-122.7124665,3.5,154,"Food, Thai, Restaurants"
4334,Burmasphere,625 NE Killingsworth St,Portland,OR,97211,45.5629709,-122.6591093,4.5,22,"Food, Burmese, Food Trucks, Restaurants, Asian Fusion"
4335,Tecos Mexican Restaurant,4132 SE Powell Blvd,Portland,OR,97202,45.4973122,-122.6191573,3.5,116,"Mexican, Fast Food, Food, Restaurants"
4336,Burmese Delight,1080 SE Madison St,Portland,OR,97214,45.5127908,-122.6548734,4.0,25,"Burmese, Food, Food Trucks, Restaurants"
4337,Pearl Thai Cafe,927 NW 14th Ave,Portland,OR,97209,45.5298341,-122.6855591,4.0,115,"Food, Thai, Restaurants, Vietnamese, Bubble Tea, Soup, Juice Bars & Smoothies"
4338,Fillmore Trattoria,1937 NW 23rd Pl,Portland,OR,97210,45.536761,-122.7000759,4.5,126,"Restaurants, Italian"
4339,My Father's Place,523 SE Grand Ave,Portland,OR,97214,45.5190327,-122.660868,3.5,284,"Bars, Breakfast & Brunch, Nightlife, Restaurants, Dive Bars"
4340,The 1905,830 North Shaver St,Portland,OR,97227,45.5520089703,-122.675233148,4.0,163,"Bars, Restaurants, Pizza, Nightlife, Cocktail Bars, Jazz & Blues, Music Venues, Whiskey Bars, Arts & Entertainment"
4341,Don Pedro,18110 E Burnside St,Portland,OR,97233,45.5217079562,-122.476696372,3.0,20,"Restaurants, Sandwiches, Seafood, Mexican"
4342,Taco Time,1024 NE 82nd Ave,Portland,OR,97220,45.5305629,-122.5787678,2.0,20,"Restaurants, Food, Mexican, Fast Food"
4343,Carl's Jr.,8205 S E Rhine,Portland,OR,97266,45.4971169,-122.578461224,2.5,30,"Fast Food, Burgers, Restaurants"
4344,Missionary Chocolates,2712 NE Glisan St,Portland,OR,97232,45.5264577,-122.6378923,5.0,113,"Restaurants, Desserts, Vegan, Chocolatiers & Shops, American (New), Food, Specialty Food"
4345,Mekong Bistro,"8200 NE Siskiyou St, Ste 111",Portland,OR,97220,45.5443503005,-122.5785165007,4.0,209,"Cambodian, Nightlife, Jazz & Blues, Restaurants, Arts & Entertainment, Chicken Wings, Vietnamese, Thai"
4346,Pink Rose,1300 NW Lovejoy St,Portland,OR,97209,45.5297831,-122.6847031,3.5,271,"Soul Food, Breakfast & Brunch, Bars, Lounges, Nightlife, Restaurants, American (New)"
4347,Comfortably Yum,SW 4th & SW Hall St,Portland,OR,97201,45.510112535,-122.6812008436,4.5,21,"Burgers, Local Flavor, Restaurants"
4348,Burrito Bar,911 NW Hoyt St,Portland,OR,97209,45.5273579,-122.6803932,4.0,203,"Mexican, Food, Restaurants, Caribbean"
4349,Lemongrass,1705 NE Couch St,Portland,OR,97232,45.5237469,-122.6483405,4.0,179,"Thai, Restaurants"
4350,Choza's Peruvian Food,SW 9th and Alder St,Portland,OR,97205,45.5204116,-122.6808017,4.0,14,"Peruvian, Food Stands, Latin American, Restaurants"
4351,Meche's Mexican food,3441 North Vancouver Ave,Portland,OR,97227,45.5477448,-122.6682141,4.5,6,"Food, Restaurants, Mexican, Food Trucks, Street Vendors"
4352,Cha Cha Cha Taqueria Thurman,2390 NW Thurman St,Portland,OR,97210,45.5352682,-122.7006999,4.0,11,"Mexican, Restaurants, Nightlife, Bars"
4353,Bernstein's Bagels,816 N Russell St,Portland,OR,97227,45.5408365117,-122.674953863,4.5,59,"Food, Bagels, Restaurants, Sandwiches"
4354,Taco del Mar,3106 SE Hawthorne Blvd,Portland,OR,97214,45.5119072,-122.6336394,2.0,11,"Restaurants, Mexican"
4355,El Pilón,SW 2nd And Oak,Portland,OR,97204,45.520654,-122.6731224,5.0,147,"Latin American, Food, Gluten-Free, Colombian, Restaurants, Food Trucks"
4356,Fire On The Mountain,3443 NE 57th Ave,Portland,OR,97213,45.5479894,-122.6049512,3.5,517,"Chicken Wings, Beer, Wine & Spirits, Food, Pizza, Barbeque, Restaurants"
4357,Black Dog Lounge,3111 SE Division St,Portland,OR,97202,45.504922,-122.63345,3.5,18,"Nightlife, Burgers, Bars, American (New), Gastropubs, Restaurants, Cocktail Bars, Sandwiches"
4358,The Orient Chinese Restaurant,1025 NE Broadway St,Portland,OR,97232,45.5352253,-122.6549357,3.0,12,"Chinese, Restaurants"
4359,Mississippi Street Fair,N Mississippi Ave,Portland,OR,97227,45.547837,-122.67559,4.5,25,"Restaurants, Flowers & Gifts, Arts & Entertainment, Antiques, Home & Garden, Festivals, Fashion, Nurseries & Gardening, Local Flavor, Jewelry, Shopping, Accessories, Active Life"
4360,Noah's NY Bagels,500 NW 23rd Ave,Portland,OR,97210,45.5263329,-122.6983428,3.0,9,"Restaurants, Food, Bagels"
4361,El Brasero Mexican Cart,12TH Ave Se Hawthorne Blvd,Portland,OR,97214,45.512262404,-122.6533052245,2.5,162,"Restaurants, Mexican, Food Stands, Food Trucks, Food"
4362,Subway,12160 SW Scholls Ferry Rd,Portland,OR,97223,45.4432050163,-122.8011508946,1.5,8,"Fast Food, Sandwiches, Restaurants"
4363,The Kingdom of Roosevelt,2035 SE 39th Ave,Portland,OR,97214,45.5083091852,-122.6227277615,4.0,15,"Restaurants, American (New)"
4364,Hog Time,SW 3rd & Washington,Portland,OR,97204,45.5195931,-122.6747973,4.5,24,"Street Vendors, Restaurants, Food, Food Stands"
4365,Park Place Cafe,1288 SE 182nd Ave,Portland,OR,97233,45.5137239,-122.4757231,4.5,62,"Coffee & Tea, Creperies, Casinos, Active Life, Disc Golf, Cafes, Restaurants, Internet Cafes, Arts & Entertainment, Desserts, Food"
4366,Bantam Tavern,922 NW 21st Ave,Portland,OR,97209,45.5295543,-122.6943624,4.5,47,"Bars, Nightlife, Cocktail Bars, Breweries, Brewpubs, Food, American (New), Restaurants"
4367,Tokyo Grill,6551 SW Beaverton Hillsdale Hwy,Portland,OR,97225,45.487612,-122.744254,4.0,85,"Japanese, Restaurants"
4368,Master Kong,8435 SE Division St,Portland,OR,97266,45.5048229,-122.5758837,4.0,306,"Restaurants, Chinese, Noodles"
4369,Carafe,200 SW Market St,Portland,OR,97201,45.511406,-122.6787236,3.5,65,"French, Restaurants"
4370,Poco India,8145 SE 82nd Ave,Portland,OR,97266,45.4635208,-122.5795807,4.5,58,"Mexican, Restaurants, Food, Food Trucks, Indian"
4371,Taylor Railworks,"117 SE Taylor, Ste 101",Portland,OR,97214,45.5151006,-122.6648909,4.5,112,"Nightlife, Tapas/Small Plates, Cocktail Bars, Bars, American (New), Restaurants"
4372,Joy Poke,455 NW Saltzman Rd,Portland,OR,97229,45.523827,-122.8068018705,4.5,42,"Poke, Restaurants, Hawaiian, Food"
4373,Saucy's BBQ,N Greeley Ave,Portland,OR,97217,45.5655664,-122.6955833,4.0,12,"Barbeque, Food, Food Stands, Restaurants"
4374,Giorgio's Restaurant,1131 NW Hoyt St,Portland,OR,97209,45.5273118,-122.6827952,4.0,149,"Restaurants, Italian"
4375,Blossoming Lotus,925 NW Davis St,Portland,OR,97209,45.5246384,-122.680715,4.0,84,"Restaurants, Live/Raw Food, Vegan, Vegetarian"
4376,Scottys,12122 SW Scholls Ferry Rd,Portland,OR,97223,45.4436728,-122.8005759,3.5,59,"Restaurants, Nightlife, American (Traditional), Bars"
4377,Sbarro,"12000 SE 82nd Ave, Ste 2083",Portland,OR,97086,45.436238,-122.573778,3.0,12,"Pizza, Restaurants"
4378,Rice & Noodle,SW 4th And Hall,Portland,OR,97201,45.509867,-122.6812479,3.5,20,"Food Stands, Chinese, Noodles, Restaurants"
4379,The St John's Beer Porch,7316 N Lombard St,Portland,OR,97203,45.587571,-122.7423628,4.5,90,"Restaurants, Bars, Nightlife, Pubs, Food Stands, Food, Beer, Wine & Spirits, Food Trucks, Breweries"
4380,Kabob,1864 SE Hawthorne Blvd,Portland,OR,97214,45.512026,-122.646326,4.5,60,"Middle Eastern, Restaurants"
4381,Sushi Kata Japanese Restaurant,13809 SE Mcloughlin Blvd,Portland,OR,97222,45.4233138,-122.6341615,4.5,244,"Sushi Bars, Restaurants, Japanese"
4382,Thai Me Up,SW 9th Ave,Portland,OR,97205,45.5204116,-122.6808017,3.0,10,"Restaurants, Food Stands, Thai"
4383,Utopia Cafe,3308 SE Belmont St,Portland,OR,97214,45.5163247,-122.6306885,4.0,152,"Restaurants, Salad, Food, Breakfast & Brunch, Coffee & Tea"
4384,Sapphire Hotel,5008 SE Hawthorne Blvd,Portland,OR,97215,45.5118608,-122.6112647,4.0,452,"Cocktail Bars, American (New), Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Lounges, Bars"
4385,Bar Vivant,2225 E Burnside St,Portland,OR,97214,45.5231357,-122.6428073,3.5,27,"Bars, Tapas/Small Plates, Restaurants, Nightlife, Lounges"
4386,Boss Hawg's,617 NE 102nd Ave,Portland,OR,97220,45.5271431,-122.5587561,3.5,80,"Nightlife, American (Traditional), Restaurants, Bars, Sports Bars"
4387,Red Cap Garage,1035 SW Stark St,Portland,OR,97205,45.5223861,-122.6818283,3.5,31,"Gay Bars, Restaurants, Seafood, Bars, Nightlife, Dance Clubs"
4388,Portofino,8075 SE 13th Ave,Portland,OR,97202,45.4645603,-122.6531473,4.0,170,"Italian, Restaurants"
4389,Beaverton Bakery,"Oregon Market, 7000 NE Airport Way",Portland,OR,97218,45.5897370061,-122.5930232396,3.5,10,"Sandwiches, Bakeries, Cafes, Food, Restaurants"
4390,Sunita's Thai Kitchen,9085 SW Beaverton Hillsdale Hwy,Portland,OR,97225,45.486783,-122.77058099999999,5.0,8,"Bubble Tea, Coffee & Tea, Restaurants, Food, Thai"
4391,Legin Restaurant,8001 SE Division St,Portland,OR,97206,45.5057328,-122.5809748,2.5,28,"Chinese, Restaurants, Dim Sum, Seafood"
4392,Eugenios,3584 SE Division St,Portland,OR,97202,45.504575,-122.626451,4.0,59,"Arts & Entertainment, Sandwiches, Grocery, Pizza, Restaurants, Food, Nightlife, Music Venues"
4393,Garden Bar by Evergreens,817 SW 9th Ave,Portland,OR,97205,45.5188164,-122.6817654,3.0,23,"Restaurants, Gluten-Free, Mediterranean, Event Planning & Services, American (New), Vegetarian, Vegan, Caterers, Salad"
4394,Atomic Pizza,4144 NE Sandy Blvd,Portland,OR,97212,45.535646,-122.620508,3.5,43,"Food, Restaurants, Ice Cream & Frozen Yogurt, Pizza, Sandwiches"
4395,The Little Store,8998 SW Leahy Rd,Portland,OR,97225,45.5158029,-122.7693694,3.5,21,"Delis, Restaurants, Coffee Roasteries, Convenience Stores, Food, Ice Cream & Frozen Yogurt"
4396,Nook Cafe,1524 NW 23rd,Portland,OR,97210,45.5337897,-122.6985245,4.5,15,"Food, American (New), Nightlife, Restaurants, Coffee & Tea, Bars, Lounges, Beer, Wine & Spirits"
4397,Domino's,3545 NE 82nd Ave,Portland,OR,97220,45.5490029,-122.5790463,2.0,35,"Restaurants, Chicken Wings, Pizza, Sandwiches, Italian"
4398,Tennessee Red's BBQ,2133 SE 11th Ave,Portland,OR,97214,45.5073625,-122.6549057,3.0,71,"American (Traditional), Restaurants, Barbeque"
4399,Ox,2225 NE Martin Luther King Jr Blvd,Portland,OR,97212,45.5394288,-122.6618947,4.5,1016,"Restaurants, Bars, Food, Argentine, Steakhouses, Nightlife, Wine Bars"
4400,Brewed Awakenings,11945 SW Pacific Hwy,Portland,OR,97223,45.4347322,-122.7660665,4.0,5,"Coffee & Tea, Food, Restaurants"
4401,Shoko Sushi,"4807 SE Woodstock Blvd, Ste A",Portland,OR,97206,45.479353,-122.6131229,4.0,89,"Restaurants, Sushi Bars, Japanese"
4402,I Banh Mi,1033 SW 6th Ave,Portland,OR,97205,45.5166523,-122.6799909,4.0,41,"Restaurants, Sandwiches, Food, Bakeries"
4403,Pizanos Pizza,10111 NE Cascade Pkwy,Portland,OR,97220,45.573137,-122.558094,3.5,69,"Beer, Wine & Spirits, Pizza, Food Delivery Services, Food, Italian, Restaurants"
4404,Friendly Food,421-429 SW 2nd Ave,Portland,OR,97204,45.5199089205,-122.6744699677,4.5,11,"Lebanese, Food Stands, Mediterranean, Restaurants, Middle Eastern"
4405,Baba’s Mediterranean Grill,2026 NE Alberta St,Portland,OR,97211,45.5589503,-122.6442587,4.5,60,"Mediterranean, Restaurants"
4406,McDonald's,1520 NE Grand,Portland,OR,97232,45.5340557,-122.6604212,1.5,69,"Coffee & Tea, Restaurants, Fast Food, Food, Burgers"
4407,Fryer Tuck Chicken,6712 SW Capitol Hwy,Portland,OR,97219,45.475723,-122.7067351,3.0,137,"Dive Bars, Chicken Wings, American (Traditional), Restaurants, Bars, Nightlife"
4408,Hastings American Eatery,7000 NE Airport Way,Portland,OR,97218,45.5892013,-122.5934769,1.5,6,"American (Traditional), Restaurants"
4409,Famous Dave's,9911 NE Cascades Pkwy,Portland,OR,97220,45.574051,-122.560533,3.5,461,"Barbeque, Restaurants, American (Traditional), Comfort Food"
4410,Awesome Burger PDX,5205 SE Foster Rd,Portland,OR,97206,45.4957639,-122.6084655,1.5,14,"Restaurants, Burgers"
4411,Gyro Fresh Mediterranean Grill,10950 SW Barnes Rd,Portland,OR,97225,45.5137606,-122.7904034,4.5,109,"Middle Eastern, Taiwanese, Restaurants, Falafel, Sandwiches, Wraps, Mediterranean"
4412,Mother’s Bistro & Bar,121 SW 3rd Ave,Portland,OR,97204,45.522196,-122.673868,4.5,4466,"American (Traditional), Restaurants, Bars, Nightlife, Breakfast & Brunch"
4413,Carina Lounge,410 NW 21st Ave,Portland,OR,97209,45.5257419,-122.6941681,4.5,136,"Lounges, Nightlife, Bars, Food, Tapas/Small Plates, Restaurants, Pizza, Mediterranean, Cocktail Bars, Specialty Food"
4414,Stanich's,4915 NE Fremont St,Portland,OR,97213,45.5484254,-122.6124561,3.0,359,"Salad, Bars, Burgers, Restaurants, Event Planning & Services, Venues & Event Spaces, Wine Bars, Nightlife, American (Traditional), Beer Bar"
4415,Fooshion,553 SW 9th Ave,Portland,OR,97205,45.5207319361,-122.6806678864,4.5,20,"Food Stands, Chinese, Street Vendors, Waffles, Restaurants, Food"
4416,Wan Q,13520 NW Cornell Rd,Portland,OR,97229,45.5268489,-122.8160143,3.5,63,"Bars, Lounges, Restaurants, Chinese, Nightlife, Barbeque"
4417,Teriyaki Express,15969 SW 72nd Ave,Portland,OR,97224,45.4052997,-122.7491436,3.5,31,"Japanese, Hawaiian, Restaurants"
4418,Shalom Y'all Restaurant SE,"117 SE Taylor, Ste 101",Portland,OR,97214,45.5153161,-122.6645072,4.5,187,"Restaurants, Mediterranean, Middle Eastern"
4419,Pulehu Pizza,432 SW 3rd Ave,Portland,OR,97204,45.5199604,-122.6743673,4.5,6,"Food Trucks, Food, Pizza, Restaurants"
4420,Herbivore Clothing Company,1211 SE Stark St,Portland,OR,97214,45.5194824,-122.6533484,4.5,83,"Women's Clothing, Restaurants, Fashion, Shopping, Men's Clothing, Shoe Stores, Books, Mags, Music & Video, Vegan, Bookstores, Accessories"
